kwic_id;doc_id;doc_token_id;doc_file_name;token_count;hit_size;S1;S2;S3;L20;L19;L18;L17;L16;L15;L14;L13;L12;L11;L10;L9;L8;L7;L6;L5;L4;L3;L2;L1;R0;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;R18;R19;Annotation;"Brief vor oder nach ""Brief""";
213;0;1278886;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Papa? ;Bitte ;dringend ;um ;Bulletins! ;Brief ;folgt.« ;Punktum! ;Oft ;spart ;er ;sich ;sogar ;die ;Unterschrift, ;und ;wenn ;dann ;wirklich ;dieser ;Brief ;folgt, ;dann ;ist ;er ;immer ;an ;Sie, ;und ;niemals ;an ;mich ;gerichtet!« »;Der ;arme ;Junge!« ;Ein ;fast ;schalkhaftes ;Zucken ;Brief;davor;
73;0;528874;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;geschmacklose ;Tand ;aus ;Wachs ;und ;Porzellan. ;Die ;Feder ;war ;geschnitten, ;und ;so ;gut ;oder ;übel, ;als ;es ;ging, ;wurde ;der ;Brief ;fortgesetzt. ;Ein ;elastischer ;und ;energischer ;Schritt, ;der ;sich ;auf ;der ;Treppe ;vernehmen ;ließ, ;störte ;den ;Jäger ;auf ;das ;angenehmste ;Objekt;;
72;0;524777;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;lautete, ;das ;Regiment ;des ;Leutnants ;von ;Fehse ;sei ;im ;Begriffe, ;in ;eine ;neue ;Garnison ;zu ;"marschieren; ";die ;zweite ;hatte ;ein ;Brief ;gebracht, ;die ;Antwort ;auf ;das ;Schreiben, ;das ;er ;nach ;seiner ;Unterredung ;mit ;dem ;Offizier ;nach ;Wien ;geschickt. ;Sie ;lautete: »;Objekt;;
19;0;205098;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;runden, ;aufmerksamen, ;braunen ;Hundeaugen, ;als ;wolle ;er ;ihm ;mit ;diesem ;Blick ;etwas ;Besonderes ;sagen. ;Er ;meldete: »;Ein ;Dienstmann ;hat ;einen ;Brief ;"gebracht; ";ich ;hab' ;ihn ;auf ';n ;Schreibtisch ;gelegt.« »;Schön,« ;sagte ;Bording ;trocken. ;Aber ;anstatt ;mit ;dem ;Freunde ;nun ;in ;Objekt;;
93;0;542473;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;in ;ihr ;vor? … ;Gott ;mag ;es ;wissen! ;Nach ;dem ;Tode ;der ;Frau ;Heißenstein ;hatte ;Graf ;Ronald ;ihrer ;Tochter ;einen ;teilnahmsvollen ;Brief ;geschrieben, ;aber ;gekommen ;war ;er ;nicht. ;All ;die ;Arbeit, ;die ;er ;sich ;aufgebürdet, ;dürfte ;ihn ;abgehalten ;haben, ;meinte ;"Regel; ";Kontext;;
161;0;817094;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;gebracht ;hatte, ;die ;Dame ;sei ;soeben ;mit ;dem ;Pariser ;Schnellzug ;abgereist. ;Sie ;habe ;im ;Restaurant ;während ;der ;ganzen ;Wartezeit ;einen ;Brief ;geschrieben. ;Und ;der ;Agent ;übergab ;mir ;ein ;mit ;Bleistift ;beschriebenes ;blaues ;Kuvert. »;Liebster, ;wir ;sind ;nicht ;mehr ;zu ;zweien, ;Brief;danach;
198;0;1131854;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;unausstehlich. ;Viel ;stand ;im ;Wege, ;nach ;Hause ;zurückzukehren. ;Nicht ;ein ;väterliches ;Verbot, ;o ;nein! ;Ihr ;Vater ;hatte ;ihr ;einen ;kurzen ;Brief ;geschrieben: »;Ich ;verreise ;auf ;unbestimmte ;"Zeit; ";wenn ;Du ;wieder ;zur ;Vernunft ;gekommen ;sein ;wirst, ;werde ;ich ;mich ;freuen, ;Dich ;Brief;Teil des Briefs;
101;0;572204;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Sie!« ;schreit ;Regula, »;ich ;weiß ;"nichts; ";ich ;will ;nichts ;wissen ;von ;einem ;Briefe – ;ich ;kann';s ;beschwören: ;ich ;habe ;keinen ;Brief ;gesehen … ;und – ;wer ;hat ;ihn ;gesehen?« »;Niemand«, ;antwortet ;Božena ;mit ;kalter ;Ruhe, »;denn ;er ;ist ;unterschlagen ;worden ;und – ;verbrannt.« »;Objekt;;
106;0;589912;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Ehe ;ohnmächtig ;war, ;hatte ;eben ;andere ;Gründe. ;Sie ;lagen ;in ;Deinem ;Verhältnis ;zu ;den ;Kindern, ;von ;dem ;ja ;der ;ganze ;Brief ;handelt. ;Es ;gibt ;eine ;Meinung, ;nach ;der ;die ;Angst ;vor ;der ;Ehe ;manchmal ;davon ;herrührt, ;daß ;man ;fürchtet, ;die ;Zusammengefasst;;
44;0;302676;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;ja ;sehen.« ;Unter ;dem ;braunen ;Brusttuch, ;das ;sie ;um ;die ;schmalen ;Schultern ;geschlungen ;trug, ;holte ;sie ;mit ;fliegenden ;Fingern ;einen ;Brief ;hervor. »;Hier ;hab' ;ich';s ;für ;den ;Kreisphysikus ;aufgeschrieben, ;daß ;er ;kommen ;soll – ;sogleich. ;Wenn ;er ;nichts ;findet, ;so ;Zusammengefasst;;
69;0;522612;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;ästimiert ;im ;Regimente, ;höchst ;anständig.« »;Kümmert ;das ;Sie?« ;fragte ;Herr ;Heißenstein ;in ;wegwerfendem ;Tone ;und ;schob ;dem ;Kommis ;den ;unterzeichneten ;Brief ;hin. ;Weberlein ;legte ;einen ;zweiten ;vor ;und ;erwiderte: »;Sehr ;viel. ;Die ;Anständigkeit ;des ;Nebenmenschen ;kümmert ;mich ;immer ;sehr ;viel.« »;Objekt;;
138;0;743699;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;den ;Wagen ;steigen, ;der ;dort ;halten ;wird. ;Sie ;wünscht ;Sie ;dringend ;zu ;sprechen. ;Die ;Dame ;bat ;mich ;zugleich, ;in ;diesem ;Brief ;ihre ;Namen ;nicht ;zu ;nennen, ;für ;den ;Fall, ;daß ;der ;Brief ;in ;falsche ;Hände ;gelangen ;sollte. ;Sie ;selbst ;wissen ;Brief;danach;
176;0;862676;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;bei ;den ;Behörden ;des ;Kaisers ;des ;Vaterlandsverrates ;und ;der ;Majestätsbeleidigung. ;Ja, ;sie ;gingen ;so ;weit, ;zu ;behaupten, ;er ;habe ;den ;Brief ;im ;Auftrag ;der ;Feinde ;geschrieben ;und ;stehe ;im ;Dienste ;der ;mongolischen ;Entente. ;Andere ;wieder ;verdächtigten ;sein ;chinesisches ;Blut ;und ;Kontext;;
164;0;829126;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;bestialischen ;Arme ;eines ;Mannes ;werfen, ;wo ;nur ;Grausamkeit, ;Unfläthigkeit ;und ;Gemeinheit ;herrscht? ;Bin ;nicht ;ich ;Dein ;Mann?!…« – ;In ;einem ;andern ;Brief ;kam ;die ;Stelle ;vor: »;Du ;fliehst ;vor ;mir, ;und ;dann ;suchst ;Du ;mich ;wieder ;auf. ;Du ;meinst, ;ich ;wäre ;Brief;danach;
172;0;852127;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;sich. »;Der ;Herr ;Kurfürst ;möge ;verzeihen: ;ich ;hatte ;noch ;einige ;Tage ;in ;Berlin ;zu ;tun, ;und ;da ;ich ;meinte, ;der ;Brief ;könne ;sich ;sonst ;verspäten, ;warf ;ich ;ihn ;in ;die ;Spree, ;auf ;daß ;er ;ganz ;gewiß ;noch ;vor ;mir ;nach ;Objekt;;
118;0;649726;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;über ;meine ;Schweigsamkeit, ;und ;Du ;weißt, ;das ;war ;sonst ;nicht ;der ;Fehler, ;den ;sie ;vorzugsweise ;an ;mir ;rügte. ;Für ;Deinen ;Brief ;küsse ;ich ;Dich ;mit ;grenzenloser ;Zärtlichkeit, ;er ;ist ;wie ;Du ;selbst! ;nur ;einen ;Fehler ;hat ;er, ;daß ;er ;nicht ;Brief;Teil des Briefs;
210;0;1266858;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Schreiben ;der ;Tante ;Renate, ;neigte ;sich ;näher ;zu ;dem ;Fenster ;und ;überflog ;seinen ;Inhalt. ;Am ;Ende ;ließ ;er ;Hand ;und ;Brief ;langsam ;sinken ;und ;schaute ;starr ;vor ;Erstaunen ;auf ;die ;junge ;Dame ;nieder. »;Nun?« ;neckte ;Josephine ;mit ;fast ;strahlender ;Heiterkeit. »;Objekt;;
53;0;365127;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;mit ;der ;Absicht, ;es ;ihr ;durch ;die ;Cattina ;zukommen ;zu ;lassen, ;wenn ;sie ;sich ;so ;weit ;gefaßt ;hätte, ;um ;einen ;Brief ;lesen ;zu ;können. ;Noch ;hatte ;er ;nicht ;darauf ;verzichtet, ;ihr ;das ;alles ;mündlich ;zu ;sagen. ;Aber ;der ;Bericht ;seines ;Zusammengefasst;;
190;0;1101711;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Pudel. ;Bald ;darauf ;finde ;ich ;ihn ;ausgestreckt ;auf ;dem ;Ruhebett, ;und ;er ;hat ;neben ;sich ;auf ;dem ;Tisch ;einen ;offenen ;Brief ;liegen. – »;Von ;wem ;denn ;schon ;wieder?« ;fragte ;ich. – »;Von ;meiner ;Braut.« – »;So? ;Hat ;sie ;geschrieben, ;die ;Wonne, ;die ;Sonne?…« ;Zusammengefasst;;
9;0;176966;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;und ;das ;Leben ;wehte ;stürmisch ;um ;mich ;her. ;Zuerst ;hatte ;ich ;gehört, ;daß ;mein ;Vater ;krank ;sei. ;Ein ;leidenschaftlich ;zorniger ;Brief ;meines ;ältesten ;Bruders, ;der ;mir ;in ;erregten ;Worten ;die ;Schuld ;beimaß, ;hatte ;mich ;davon ;benachrichtigt. ;Das ;brüderliche ;Schreiben ;hielt ;Zusammengefasst;;
159;0;797124;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;war ;den ;neunzehn ;bereits ;in ;den ;Tod ;vorausgegangen: ;der ;Polizeipräsident. ;Und ;ich ;mußte ;an ;Orlas ;Mutter ;denken, ;die ;mir ;im ;Brief ;mitgeteilt ;hatte, ;daß ;sie ;es ;gewesen ;sei, ;die ;dem ;Polizeipräsidenten ;die ;Pistole ;in ;einem ;ausgehöhlten ;Brot ;ins ;Gefängnis ;geschickt ;Zusammengefasst;;
205;0;1258400;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Was ;geht';s ;die ;fremden ;Leute ;an, ;wat ;min ;leiwet ;Tanting ;schreibt! ;Wenn ;Sie ;gestatten, ;gnädigste ;Gräfin, ;lese ;ich ;den ;Brief ;oben ;in ;meinem ;Zimmer, ;da ;kann ;ich ;ungenirter ;weinen, ;wenn ;das ;Heimweh ;kommt!« ;Sie ;sagte ;es ;mit ;lachendem ;Mund, ;Objekt;;
79;0;531883;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;voll ;unwillkürlicher ;Komik ;an ;seine ;Brust. ;Heißenstein ;konnte ;sich ;eines ;Lächelns ;nicht ;erwehren ;und ;fragte: »;Was ;haben ;Sie ;denn?« »;Einen ;Brief!« ;platzte ;Mansuet ;heraus, »;einen ;Brief ;von ;unserer ;Rosa!« ;wiederholte ;er, ;fast ;weinend – ;und ;hielt ;seinem ;Herrn ;das ;Zettelchen ;hin. ;Objekt;;
124;0;703362;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;sich ;zu ;lockern. ;Nur ;Karlchen ;ließ ;sich ;nicht ;stören ;und ;sang ;ununterbrochen ;seine ;eintönige ;Melodie. »;Da ;haben ;wir ;auch ;einen ;Brief,« ;sagte ;einer ;der ;finstern ;Eindringlinge. ;Mit ;zitternden ;Händen ;griff ;der ;Maëstro ;danach. ;Eilig ;riß ;er ;den ;Umschlag ;auf, ;und ;Objekt;;
111;0;613499;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;einer ;Verwandten ;aufs ;Land ;übersiedelt. ;Von ;dort ;wollte ;sie, ;das ;letzte ;Wort ;im ;Streit ;zu ;behalten, ;der ;ehemaligen ;Herrschaft ;einen ;Brief ;schicken, ;in ;dem ;Verachtung ;und ;Überlegenheit ;maßlosen ;Ausdruck ;hätten. ;Da ;sie ;das ;Schreiben ;trotz ;Mahnung ;des ;Verstandes ;von ;Tag ;hypothetischer Brief - ungeschgrieben;;
135;0;741330;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Sie ;grüßte ;dann ;von ;sich ;und ;ihrem ;Mann, ;lud ;mich ;aber ;nicht ;ein, ;sie ;in ;San ;Juan ;zu ;besuchen. ;Der ;Brief ;schien ;mir, ;trotzdem ;er ;einfach ;und ;sachlich ;lautete, ;doch, ;als ;wäre ;er ;von ;vergossenen ;Tränen ;feucht ;"gewesen; ";es ;war ;Zusammengefasst;;
65;0;479538;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Eltern ;auf ;irgendeine ;Weise ;mitzuteilen, ;daß ;er ;noch ;am ;Leben ;sei. ;Ursula: ;Ja, ;er ;hätte ;ihnen ;schon ;wirklich ;gleich ;einen ;Brief ;schreiben ;können! ;Peter: ;Haha, ;Ursula, ;du ;bist ;wirklich ;schlau! ;Schreiben ;konnte ;er ;ja, ;wenn ;er ;es ;schon ;gelernt ;hatte, ;Kontext;;
119;0;665400;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;mein ;Tagebuch ;geschrieben, ;alle ;unsere ;Gedanken, ;unsere ;Zeit, ;unsere ;Hände ;waren ;in ;Anspruch ;"genommen; ";ich ;konnte ;Dir ;nur ;den ;kurzen ;Brief ;schreiben, ;den ;Du ;inzwischen ;wohl ;erhalten ;hast. ;Schon ;an ;dem ;Tage, ;als ;ich ;zuletzt ;schrieb, ;wehte ;ein ;rauher ;Wind, ;Kontext;tagebuch;
26;0;212948;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Nerven ;und ;Magen ;den ;Ansprüchen ;der ;Reise ;sich ;unerschütterlich ;gewachsen ;zeigen. »;In ;hochachtungsvoller ;Ergebenheit ;Peter ;H. ;Petersen.« ;Nachdem ;Bording, ;diesen ;Brief ;sehr ;langsam ;gelesen, ;studierte ;er ;die ;Anlagen ;durch. ;Hierauf ;entnahm ;er ;einer ;Schublade ;seines ;Schreibtisches ;eine ;Mappe. ;Sie ;war ;Objekt;;
7;0;176008;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;mir ;so ;viel ;Liebes, ;daß ;schon ;die ;Aeußerungen ;Deiner ;Zärtlichkeit ;mich ;hätten ;veranlassen ;müssen, ;Dir ;zu ;danken. ;Seit ;meinem ;letzten ;Brief ;sind ;sechs ;Monate ;verflossen. – ;Weißt ;Du, ;wie ;sie ;mir ;erschienen ;sind? ;So ;muß ;den ;armen ;Inquisitionsgefangenen ;in ;jener ;Zeit ;Brief;Teil des Briefs;
42;0;280545;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Dich ;bald ;bei ;uns ;zu ;umarmen. ;In ;Treue ;Deine ;schmerzlich ;bewegte ;Mutter.« ;Therese ;las ;halblaut – ;beinahe ;lallend – ;sie ;ließ ;den ;Brief ;sinken. »;Was ;ist ;geschehen – ;was?« »;Ich ;würde ;es ;dir ;völlig, ;für ;immer ;verschwiegen ;haben. ;Aber ;dieser ;Brief …« ;Er ;räusperte ;Brief;davor;
98;0;570078;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Weile ;im ;Sinne ;gehabt, ;und ;zwar: »;Ich ;bin ;die ;Ihre. ;Regula ;Heißenstein.« ;Sie ;rief ;Božena ;und ;trug ;ihr ;auf, ;den ;Brief ;sofort ;durch ;einen ;Boten ;nach ;der ;Bahnhofstation ;zu ;befördern. ;Er ;konnte ;um ;fünf ;Uhr ;nachmittags ;in ;Bauers ;Händen ;sein. ;Brief;davor;
117;0;649608;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;süße, ;heißgeliebte ;Nora! ;Ach!! ;mit ;einem ;tiefen ;Seufzer ;muß ;ich ;beginnen. ;Könnte ;ich ;lieber ;mit ;Haut ;und ;Haaren ;in ;diesen ;Brief ;steigen, ;um ;auf ;eine ;einzige ;Stunde – ;nein, ;das ;würde ;doch ;nicht ;reichen – ;auf ;einen ;Tag ;zu ;Dir ;zu ;fliegen. ;Brief;Teil des Briefs;
87;0;535646;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;die ;Hand, ;den ;er ;achtlos ;beiseite ;geworfen ;hatte. ;Er ;betrachtet ;ihn ;einen ;Augenblick –;ein ;sonderbarer ;Umstand ;fällt ;ihm ;auf: ;der ;Brief ;trägt ;den ;Stempel ;der ;k.;k. ;Feldpost. ;Mansuet ;eröffnet ;ihn – ;ein ;Blick ;auf ;das ;antiquierte ;Datum – ;die ;fremden ;Züge – ;Objekt;;
33;0;243603;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;von ;Zuschriften ;und ;p.;f. ;Karten. ;Aber ;er ;blieb ;seiner ;Gewohnheit ;treu: ;das ;Nichtigste ;zuletzt! ;Mit ;raschen ;Fingern ;öffnete ;er ;Brief ;um ;Brief, ;warf ;Karten ;in ;eine ;bereitgestellte ;Schale ;und ;zerknüllte ;Umschläge ;in ;den ;Papierkorb. ;Er ;frühstückte ;dabei – ;fast ;in ;Objekt;;
105;0;584027;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;aber ;von ;da ;ist ;noch ;ein ;langer, ;dunkler ;Weg ;dorthin, ;wohin ;ich ;wirklich ;gekommen ;bin. (;Bisher ;habe ;ich ;in ;diesem ;Brief ;verhältnismäßig ;weniges ;absichtlich ;verschwiegen, ;jetzt ;und ;später ;werde ;ich ;aber ;einiges ;verschweigen ;müssen, ;was – ;vor ;Dir ;und ;mir – ;einzugestehen, ;Brief;Teil des Briefs;Kafka Brief an den Vater
61;0;396590;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Siegel ;und ;war ;adressiert ;an ;den ;Herrn ;Bartholomäus ;Asam, ;Produktenhändler, ;und ;trug ;die ;Aufschrift: ;Kaiserliches ;Marineamt. ;Der ;Postexpeditor ;hatte ;den ;Brief ;voll ;Erstaunen ;hin ;und ;her ;gedreht ;und ;gegen ;das ;Sonnenlicht ;gehalten, ;und ;der ;Postbote ;hatte ;ihn ;verschiedenen ;Leuten ;gezeigt, ;Objekt;;
121;0;677469;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;geworden ;"ist; ";ich ;möchte ;jede ;schöne ;Stelle ;zeichnen, ;um ;wenigstens ;ein ;schwaches ;Abbild ;davon ;mitzunehmen. ;Gestern ;vormittag ;erhielt ;ich ;einen ;Brief ;vom ;Papa, ;der ;mir ;schreibt, ;er ;käme ;am 31.,;um ;mich ;abzuholen, ;ich ;möchte ;für ;einige ;Stunden ;die ;Gastfreundschaft ;des ;Zusammengefasst;;
25;0;212231;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;flache ;Hand, ;gleichsam ;abschließend, ;auf ;diese ;Sachen, ;als ;wolle ;er ;sagen: »;Das ;war ;also ;das!« ;Und ;nahm ;dann ;den ;großen ;Brief ;vor, ;der ;zuunterst ;gelegen ;hatte. »;Hochverehrter ;Herr ;Bording! ;Meinen ;Bericht ;d.;d. 17.2.;d.;J. ;aus ;Suez ;schätze ;ich ;in ;Brief;danach;
203;0;1242720;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;gleich ;lieb ;und ;unvergeßlich ;sein ;würde!« »;Der ;Dicke ;ist ;ein ;netter ;Kerl!« ;hatte ;Sylvie ;gesagt, ;da ;Fräulein ;von ;Dienheim ;diesen ;Brief ;vortrug. – – ;Die ;Gasflammen ;kochten ;leise ;summend ;an ;dem ;mächtigen ;Kronleuchter, ;welcher ;wie ;eine ;funkelnde ;Brillantkrone ;über ;dem ;Podium ;schwebte. ;Kontext;;
34;0;243605;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;und ;p.;f. ;Karten. ;Aber ;er ;blieb ;seiner ;Gewohnheit ;treu: ;das ;Nichtigste ;zuletzt! ;Mit ;raschen ;Fingern ;öffnete ;er ;Brief ;um ;Brief, ;warf ;Karten ;in ;eine ;bereitgestellte ;Schale ;und ;zerknüllte ;Umschläge ;in ;den ;Papierkorb. ;Er ;frühstückte ;dabei – ;fast ;in ;Seelenruhe. ;Das ;Objekt;;
18;0;198406;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;wissen ;wir ;nicht, ;wir ;wissen ;nur, ;daß ;er ;ihr ;einen ;langen, ;langen ;unorthographischen ;Brief ;aus ;großen ;Quartblättern ;antwortete, ;so ;einen ;Brief, ;wie ;man ;sie ;damals ;noch ;schrieb, ;als ;der ;Postverkehr ;schwierig ;und ;der ;moderne ;Telegrammstil, ;Gott ;sei ;Dank, ;noch ;nicht ;Kontext;;
132;0;717335;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;von ;tausenden ;Seemeilen ;von ;Europa ;und ;der ;Küste ;der ;Bretagne ;trennte, ;erhielt ;ich ;eines ;Tages ;von ;der ;Londonerin ;einen ;kurzen ;Brief, ;worin ;sie ;mir ;mitteilte, ;daß ;die ;Österreicherin ;sich ;in ;Paris ;erschossen ;habe. ;Ich ;hatte ;mich ;also ;getäuscht, ;dachte ;ich, ;Zusammengefasst;;
107;0;590984;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;von ;mir ;durchs ;Leben ;schleifen. ;Ein ;Beispiel: ;Als ;Du ;letzthin ;heiraten ;wolltest, ;wolltest ;Du, ;das ;gibst ;Du ;ja ;in ;diesem ;Brief ;zu, ;gleichzeitig ;nicht ;heiraten, ;wolltest ;aber, ;um ;Dich ;nicht ;anstrengen ;zu ;müssen, ;daß ;ich ;Dir ;zum ;Nichtheiraten ;verhelfe, ;indem ;Objekt;;
68;0;522542;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Platze ;tummelte, ;bemerkte ;sein ;stiller ;Gönner, ;mit ;einer ;Hand ;auf ;den ;Schützling ;deutend ;und ;mit ;der ;andern ;dem ;Prinzipal ;einen ;Brief ;zur ;Unterschrift ;vorlegend: »;Ansprechendes ;Exterieur, ;das ;des ;Herrn ;Leutnants. ;Scheinen ;hier ;einen ;Punkt ;der ;Anziehung ;gefunden ;zu ;haben.« ;Und ;Objekt;;
67;0;511365;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;schrieben ;sie ;nach ;Lemberg, ;aber ;von ;da ;kam ;gar ;keine ;Antwort. ;Und ;endlich ;nach ;Wien ;und ;von ;da ;kam ;ein ;Brief ;zurück, ;daß ;ja ;die ;Sache ;nach ;Tarnopol ;gehöre. ;Aber ;inzwischen ;war ;mehr ;als ;ein ;Jahr ;vergangen ;und ;die ;Jütta ;Zusammengefasst;;
178;0;919475;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;hätte, ;die ;ihm, ;wenn ;auch ;erst ;zwei ;Jahre, ;doch ;eine ;Ewigkeit ;zu ;währen ;schien. ;Er ;setzte ;sich ;in ;Gedanken ;einen ;Brief ;zusammen, ;welchen ;er ;gleich ;morgen ;an ;die ;ferne ;Geliebte ;schreiben ;und ;absenden, ;und ;worin ;er ;sie ;um ;Rat ;fragen ;hypothetischer Brief - ungeschgrieben;;
136;0;743483;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;wunderte ;mich, ;daß ;ich ;ein ;Erdbeben ;erlebt ;hatte, ;ohne ;es ;zu ;wissen. ;Da ;schiebt ;der ;Indianerboy ;einen ;Teller ;mit ;einem ;Brief ;zwischen ;mich ;und ;das ;Wasserglas. ;Ein ;Diener ;hatte ;den ;Brief ;abgegeben. ;Der ;Reitlehrer, ;der ;mich ;bei ;dem ;ersten ;Ausritt ;Objekt;;
23;0;208481;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Zornes? ;Der ;Freude? ;Der ;unruhvollsten ;Spannung? ;So ;rätselhaft ;war ;der ;Ausdruck ;auf ;dem ;Antlitz ;des ;Mannes, ;als ;er ;jetzt ;den ;Brief ;öffnete ;und ;zu ;lesen ;begann: »;Geliebtester! ;Wie ;hasse ;ich ;den ;Frühling. ;Es ;ist ;eine ;unerträgliche ;Jahreszeit. ;Ja, ;ich ;hasse ;Brief;danach;
146;0;775902;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;blieb ;sie ;stehen. ;Ich ;stieg ;die ;zwei ;Stufen ;hinunter ;und ;tat ;einen ;Schritt ;in ;den ;Garten. ;Da ;flog ;ein ;kleiner ;Brief ;über ;das ;Gitter, ;fiel ;an ;den ;Windenblüten ;herunter ;und ;blieb ;auf ;den ;Grasspitzen ;des ;Rasens ;liegen. ;Ich ;warf ;eine ;Objekt;;
59;0;374714;random_sample_d_prose_clean_text.txt;1288335;1;1;1;1;Leben ;zu ;führen ;und ;ihr ;den ;weiblichsten ;Wirkungskreis ;zu ;bieten, ;den ;sie ;nirgend ;sonst ;werde ;finden ;können. ;Als ;er ;den ;Brief ;überlesen ;hatte, ;zerriß ;er ;ihn. ;Er ;sah ;ein, ;daß ;es ;viel ;zu ;früh ;wäre, ;jetzt ;schon ;auf ;ihren ;Verstand ;Zusammengefasst;;
